SUBCATEGORIA;DESCR_SUBCAT;DESCRABREV;CATEGORIA;DESCR_CAT;GRUPO;CAPITULO
Q901;Trissomia 21, mosaicismo (não-disjunção mitótica);Q90.1 Trissomia 21 mosaicismo;Q90;Síndrome de Down;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q902;Trissomia 21, translocação;Q90.2 Trissomia 21 translocacao;Q90;Síndrome de Down;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q909;Síndrome de Down não especificada;Q90.9 Sindr de Down NE;Q90;Síndrome de Down;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q910;Trissomia 18, não-disjunção meiótica;Q91.0 Trissomia 18 nao-disjuncao meiotica;Q91;Síndrome de Edwards e síndrome de Patau;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q911;Trissomia 18, mosaicismo cromossômico (não-disjunção mitótica);Q91.1 Trissomia 18 mosaicismo cromossomico;Q91;Síndrome de Edwards e síndrome de Patau;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q912;Trissomia 18, translocação;Q91.2 Trissomia 18 translocacao;Q91;Síndrome de Edwards e síndrome de Patau;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q913;Síndrome de Edwards não especificada;Q91.3 Sindr de Edwards NE;Q91;Síndrome de Edwards e síndrome de Patau;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q914;Trissomia 13, não-disjunção meiótica;Q91.4 Trissomia 13 nao-disjuncao meiotica;Q91;Síndrome de Edwards e síndrome de Patau;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q915;Trissomia 13, mosaicismo cromossômico (não-disjunção mitótica);Q91.5 Trissomia 13 mosaicismo cromossomico;Q91;Síndrome de Edwards e síndrome de Patau;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q916;Trissomia 13, translocação;Q91.6 Trissomia 13 translocacao;Q91;Síndrome de Edwards e síndrome de Patau;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q917;Síndrome de Patau não especificada;Q91.7 Sindr de Patau NE;Q91;Síndrome de Edwards e síndrome de Patau;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q920;Trissomia de um cromossomo inteiro, não-disjunção meiótica;Q92.0 Trissomia cromoss inteiro n-disjuncao meiot;Q92;Outras trissomias e trissomias parciais dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q921;Trissomia de um cromossomo inteiro, mosaicismo cromossômico (não-disjunção mitótica);Q92.1 Trissomia cromoss inteiro mosaicismo cromoss;Q92;Outras trissomias e trissomias parciais dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q922;Trissomia parcial major;Q92.2 Trissomia parcial major;Q92;Outras trissomias e trissomias parciais dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q923;Trissomia parcial minor;Q92.3 Trissomia parcial minor;Q92;Outras trissomias e trissomias parciais dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q924;Duplicações vistas somente na prometáfase;Q92.4 Duplicacoes vistas somente na prometafase;Q92;Outras trissomias e trissomias parciais dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q925;Duplicação com outros rearranjos complexos;Q92.5 Duplicacao c/outr rearranjos complexos;Q92;Outras trissomias e trissomias parciais dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q926;Cromossomos marcadores suplementares;Q92.6 Cromossomos marcadores suplementares;Q92;Outras trissomias e trissomias parciais dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q927;Triploidia e poliploidia;Q92.7 Triploidia e poliploidia;Q92;Outras trissomias e trissomias parciais dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q928;Outras trissomias especificadas e trissomias parciais dos autossomos;Q92.8 Outr trissomias espec e trissom parc autoss;Q92;Outras trissomias e trissomias parciais dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q929;Trissomia e trissomia parcial não especificada dos autossomos;Q92.9 Trissomia e trissomia parcial NE autossomos;Q92;Outras trissomias e trissomias parciais dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q930;Monossomia de cromossomo inteiro, não-disjunção meiótica;Q93.0 Monossomia cromoss inteiro n-disjuncao meiot;Q93;Monossomias e deleções dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q931;Monossomia de cromossomo inteiro, mosaicismo cromossômico (não-disjunção mitótica);Q93.1 Monossomia cromoss inteiro mosaicism cromoss;Q93;Monossomias e deleções dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q932;Cromossomo substituído por anel ou dicêntrico;Q93.2 Cromossomo substituido p/anel ou dicentrico;Q93;Monossomias e deleções dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q933;Deleção do braço curto do cromossomo 4;Q93.3 Delecao do braco curto do cromossomo 4;Q93;Monossomias e deleções dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q934;Deleção do braço curto do cromossomo 5;Q93.4 Delecao do braco curto do cromossomo 5;Q93;Monossomias e deleções dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q935;Outras deleções parciais de cromossomo;Q93.5 Outr delecoes parciais de cromossomo;Q93;Monossomias e deleções dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q936;Deleções vistas somente na prometáfase;Q93.6 Delecoes vistas somente na prometafase;Q93;Monossomias e deleções dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q937;Deleções com outros rearranjos complexos;Q93.7 Delecoes c/outr rearranjos complexos;Q93;Monossomias e deleções dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q938;Outras deleções dos autossomos;Q93.8 Outr delecoes dos autossomos;Q93;Monossomias e deleções dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q939;Deleções não especificadas dos autossomos;Q93.9 Delecoes NE dos autossomos;Q93;Monossomias e deleções dos autossomos, não classificadas em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q950;Translocação ou inserção equilibrada em sujeito normal;Q95.0 Transloc ou insercao equilibr sujeito norm;Q95;Rearranjos equilibrados e marcadores estruturais, não classificados em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q951;Inversão cromossômica em sujeito normal;Q95.1 Inversao cromossomica em sujeito normal;Q95;Rearranjos equilibrados e marcadores estruturais, não classificados em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q952;Rearranjo autossômico equilibrado em sujeito anormal;Q95.2 Rearranjo autossomico equilibr sujeito anorm;Q95;Rearranjos equilibrados e marcadores estruturais, não classificados em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q953;Rearranjo sexual/autossômico equilibrado em sujeito anormal;Q95.3 Rearranjo sexual/autoss equilibr suj anorm;Q95;Rearranjos equilibrados e marcadores estruturais, não classificados em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q954;Sujeito com marcador de heterocromatina;Q95.4 Sujeito c/marcador de heterocromatina;Q95;Rearranjos equilibrados e marcadores estruturais, não classificados em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q955;Sujeito com sítio autossômico frágil;Q95.5 Sujeito c/sitio autossomico fragil;Q95;Rearranjos equilibrados e marcadores estruturais, não classificados em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q958;Outros rearranjos e marcadores equilibrados;Q95.8 Outr rearranjos e marcadores equilibrados;Q95;Rearranjos equilibrados e marcadores estruturais, não classificados em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
Q959;Rearranjos e marcadores equilibrados não especificados;Q95.9 Rearranjos e marcadores equilibrados NE;Q95;Rearranjos equilibrados e marcadores estruturais, não classificados em outra parte;Anomalias cromossômicas não classificadas em outra parte;Malformações congênitas, deformidades e anomalias cromossômicas
